idname,price,wine_type,legg_strutt,secco_dolce,piatto_acid,notes,Clusters
Vürsù Barbaresco Starderi  - 2016 - La Spinetta,115.0,Nebbiolo,65.0111,74.2322,8.59382,Erbaceo/legno/frutti rossi,1
Son Montenidoli Rosso  - 2015 - Sono Montenidoli,55.5,Sangiovese,54.1405,56.619,0.0,frutti rossi/spezie/Erbaceo,3
Ilmerlot  - 2009 - Ca' del Bosco,70.3,Merlot,68.1834,32.4394,3.4455,bacche nere/Erbaceo/frutti rossi,0
Barbaresco Martinenga  - 2016 - Marchesi di Gresy,67.6,Nebbiolo,60.646,68.8718,4.47338,Erbaceo/frutti rossi/legno,1
Imperio LXXIV Primitivo di Manduria  - 2019 - Feudo Croce,24.5,Primitivo,69.6126,24.4886,41.5186,legno/bacche nere/Erbaceo,2
Roncicone Chianti Classico Gran Selezione  - 2016 - Ricasoli,145.0,Sangiovese,54.3822,55.733,2.36865,Erbaceo/legno/frutti rossi,3
Pàtrimo  - 2002 - Feudi di San Gregorio,122.0,Merlot,83.0869,44.2957,29.8282,legno/bacche nere/Erbaceo,5
Arborina Barolo  - 2001 - Elio Altare,177.0,Nebbiolo,61.8528,75.408,10.538,Erbaceo/frutti rossi/legno,1
La Casa Brunello di Montalcino  - 2016 - Caparzo,47.9,Sangiovese,47.9638,53.7852,7.29456,legno/Erbaceo/frutti rossi,3
Toscana  - 2018 - Orma,63.5,Merlot,56.5143,45.4861,12.9276,bacche nere/legno/Erbaceo,5
Barolo Rocche di Castiglione  - 2015 - Vietti,180.0,Nebbiolo,61.4127,76.437,12.8427,Erbaceo/frutti rossi/legno,1
Cosimo Varvaglione Collezione Privata Primitivo di Manduria  - 2017 - Varvaglione,32.5,Primitivo,69.0848,23.5604,46.3199,legno/bacche nere/Erbaceo,2
Scrio  - 1999 - Le Macchiole,149.0,Shiraz/Syrah,54.156,41.9361,9.88684,legno/bacche nere/spezie,16
Riserva Cannonau di Sardegna  - 2010 - Giuseppe Sedilesu,38.9,Cannonau,69.9893,51.3258,0.0,Erbaceo/legno/spezie,9
Brunello di Montalcino Pianrosso  - 2017 - Ciacci Piccolomini d'Aragona,54.0,Sangiovese,46.7422,55.2809,8.06637,Erbaceo/legno/frutti rossi,3
Mazzano Amarone Della Valpolicella Classico  - 2012 - Masi,108.0,Corvina,85.0,32.2822,47.5183,legno/bacche nere/Erbaceo,14
Amarone della Valpolicella Classico  - 1978 - Bertani,376.0,Corvina,83.4356,25.7344,45.395,legno/frutta secca/Erbaceo,13
Toscana Il Pareto  - 1997 - Tenuta di Nozzole,75.0,Cabernet Sauvignon,58.0362,44.1437,14.8519,legno/bacche nere/Erbaceo,12
De Buris Amarone della Valpolicella Classico Riserva  - 2008 - Tommasi,290.0,Miscela,71.6272,23.6066,46.4175,legno/bacche nere/Erbaceo,14
Conte Giangirolamo  - 2016 - Girolamo,25.0,Miscela,79.7259,39.9596,25.1718,legno/bacche nere/frutti rossi,8
Cepparello Red  - 2005 - Isole e Olena,147.0,Sangiovese,50.91,42.6094,9.76929,legno/frutti rossi/Erbaceo,3
Sassicaia  - 1968 - Tenuta San Guido,1220.0,Sangiovese,62.0521,64.0323,10.2942,legno/bacche nere/Erbaceo,7
Tenuta Guado al Tasso Matarocchio  - 2015 - Antinori,478.0,Cabernet Franc,53.9282,45.134,12.2294,bacche nere/legno/Erbaceo,2
Barolo  - 1985 - Bartolo Mascarello,1964.0,Nebbiolo,58.8789,77.2766,9.29633,Erbaceo/frutti rossi/legno,1
Tenuta Tignanello 'Solaia'  - 2001 - Antinori,600.0,Cabernet Sauvignon,53.8514,41.8677,14.8728,legno/bacche nere/Erbaceo,12
Brunello di Montalcino  - 2017 - Poggio di Sotto,149.5,Sangiovese,45.7659,55.6667,8.39241,Erbaceo/legno/frutti rossi,3
Brunello di Montalcino  - 2016 - Biondi-Santi,189.0,Sangiovese,46.5492,57.4955,7.79953,Erbaceo/legno/frutti rossi,3
Falletto Barolo  - 2014 - Bruno Giacosa,195.0,Nebbiolo,60.1201,75.1187,10.3601,Erbaceo/frutti rossi/legno,1
Conteisa Langhe  - 2013 - Gaja,299.0,Miscela,62.9444,41.1103,19.5164,legno/Erbaceo/frutti rossi,10
Siepi  - 1997 - Mazzei,143.0,Sangiovese,54.6548,41.5924,13.0342,legno/bacche nere/Erbaceo,7
Petraro  - 2017 - Ceraudo,26.0,Miscela,85.0,45.939,17.8316,legno/bacche nere/Erbaceo,4
Valmezzane Amarone della Valpolicella  - 2013 - Corte Sant'Alda,64.5,Miscela,83.189,23.7051,49.2037,legno/frutta secca/bacche nere,13
Barbaresco  - 2011 - Gaja,279.0,Nebbiolo,60.0512,67.7457,7.53662,Erbaceo/legno/frutti rossi,1
Costa Russi (Barbaresco) Langhe  - 2014 - Gaja,399.6,Nebbiolo,61.8008,66.533,11.5835,Erbaceo/legno/bacche nere,11
Lilium Est Amarone Della Valpolicella Riserva  - 2010 - Tenuta Sant'Antonio,115.0,Miscela,85.0,27.0013,55.2325,legno/bacche nere/Erbaceo,14
Barolo Riserva Vigna Rionda  - 2015 - Massolino,125.0,Nebbiolo,62.7701,76.608,10.0122,Erbaceo/legno/frutti rossi,1
Appassimento  - 2020 - Bastioni della Rocca,7.5,Miscela,72.4454,27.2625,48.9742,legno/bacche nere/Erbaceo,14
Galatrona  - 2010 - Petrolo,186.0,Merlot,54.9538,43.3833,14.3455,legno/bacche nere/Erbaceo,5
Nizza 'Bric del Marchese'  - 2017 - Coppo,63.5,Barbera,54.6823,37.5197,0.227832,bacche nere/spezie/agrume,16
Amarone  - 2013 - Musella,40.92,Corvinone,85.0,23.3102,50.3627,legno/frutta secca/frutti rossi,13
Costasera Amarone della Valpolicella Classico  - 1998 - Masi,181.0,Corvina,85.0,23.5683,48.3395,legno/bacche nere/Erbaceo,14
La Conta  - 2018 - Montonale,28.0,Miscela,60.0331,37.0422,23.2175,legno/bacche nere/frutti rossi,8
Amarone della Valpolicella Classico  - 2015 - Cesari,35.99,Corvina,85.0,23.2574,46.1007,legno/bacche nere/Erbaceo,14
Sapaio Bolgheri Superiore  - 2017 - Podere Sapaio,74.9,Miscela,66.7063,71.6939,10.1404,bacche nere/legno/Erbaceo,4
Punta di Villa Amarone della Valpolicella Classico  - 2016 - Roberto Mazzi,49.89,Miscela,85.0,20.1636,49.2309,legno/bacche nere/Erbaceo,14
Rocche di Castiglione Barolo  - 2014 - Roccheviberti,48.0,Nebbiolo,63.1885,77.0046,1.73894,frutti rossi/Erbaceo/legno,1
50 & 50  - 2013 - Capannelle,129.0,Miscela,52.6991,45.5533,11.9574,legno/bacche nere/Erbaceo,4
Vigna Barbagalli Etna Rosso  - 2016 - Pietradolce,165.0,Nerello Mascalese,74.2516,50.0065,20.4526,Erbaceo/frutti rossi/legno,10
Brunello di Montalcino Riserva  - 2013 - Biondi-Santi,490.0,Sangiovese,46.0134,56.8118,10.0447,Erbaceo/legno/frutti rossi,3
Brunello di Montalcino Riserva  - 2007 - Cupano,149.01,Sangiovese,53.5505,56.4841,11.8471,legno/Erbaceo/frutti rossi,3
La Poja (Monovitigno Corvina Veronese)  - 2016 - Allegrini,99.0,Corvina,65.9341,40.2342,22.0446,legno/bacche nere/Erbaceo,2
Resa 56 Barolo  - 2014 - Brandini,66.44,Nebbiolo,64.5983,81.0306,8.97368,Erbaceo/frutti rossi/legno,1
Barolo Enrico VI  - 2017 - Cordero di Montezemolo,79.0,Nebbiolo,59.9309,72.3056,9.25714,Erbaceo/legno/bacche nere,11
Gagliole (Rosso)  - 2018 - Gagliole,55.0,Sangiovese,50.4889,42.5184,16.0007,legno/bacche nere/Erbaceo,7
Brunate Barolo  - 2000 - Roberto Voerzio,675.0,Nebbiolo,65.0834,79.8834,10.4004,Erbaceo/legno/frutti rossi,1
Brunello di Montalcino  - 2015 - Caprili,44.0,Sangiovese,49.9953,59.6532,4.14367,legno/frutti rossi/Erbaceo,3
La Serra Barolo  - 1999 - Roberto Voerzio,251.0,Nebbiolo,61.9581,78.1891,15.1062,Erbaceo/frutti rossi/legno,1
Amarone della Valpolicella Vigna Garzon  - 2015 - Pieropan,50.6,Miscela,83.2187,24.4105,46.9574,legno/bacche nere/frutti rossi,8
Lamaione Toscana  - 2012 - Tenuta CastelGiocondo,44.9,Merlot,53.8405,41.0496,12.2941,legno/bacche nere/Erbaceo,5
Barolo Bricco Delle Viole  - 2017 - G.D. Vajra,84.0,Nebbiolo,60.8264,77.8958,5.36349,Erbaceo/frutti rossi/legno,1
Falletto Barbaresco Rabaja  - 2014 - Bruno Giacosa,154.0,Nebbiolo,61.6728,70.3311,6.72602,frutti rossi/Erbaceo/legno,1
Tenuta Tignanello 'Solaia'  - 2013 - Antinori,369.0,Cabernet Sauvignon,53.8514,41.8677,14.8728,legno/bacche nere/Erbaceo,12
Barbaresco  - 2013 - Gaja,235.0,Nebbiolo,60.0512,67.7457,7.53662,Erbaceo/legno/frutti rossi,1
Percarlo  - 2017 - San Giusto a Rentennano,84.0,Sangiovese,51.6436,48.7284,11.5579,legno/Erbaceo/frutti rossi,3
Barolo Ravera  - 2016 - Vietti,393.0,Nebbiolo,62.633,76.4205,2.24717,Erbaceo/frutti rossi/legno,1
Graticciaia  - 2013 - Vallone,79.0,Negroamaro,85.0,37.2528,36.2332,legno/bacche nere/Erbaceo,2
Arnione Bolgheri Superiore  - 2016 - Campo Alla Sughera,42.0,Miscela,64.556,63.3316,12.1854,legno/bacche nere/Erbaceo,4
Falletto Barolo  - 2016 - Bruno Giacosa,275.0,Nebbiolo,60.1201,75.1187,10.3601,Erbaceo/frutti rossi/legno,1
Tenuta Guado al Tasso Il Bruciato Bolgheri  - 2020 - Antinori,21.79,Cabernet Sauvignon,66.7712,62.8105,9.65044,legno/bacche nere/Erbaceo,12
Costa Russi (Barbaresco) Langhe  - 2000 - Gaja,598.0,Nebbiolo,61.8008,66.533,11.5835,Erbaceo/legno/bacche nere,11
Amarone della Valpolicella Vigna Garzon  - 2016 - Pieropan,59.5,Miscela,83.2187,24.4105,46.9574,legno/bacche nere/frutti rossi,8
Vigna Grande Cerzito Taurasi Riserva  - 2014 - Quintodecimo,140.0,Aglianico,85.0,41.6903,25.9748,bacche nere/legno/Erbaceo,2
Bolgheri Superiore  - 2001 - Ornellaia,269.0,Miscela,64.5938,64.8667,12.543,legno/bacche nere/Erbaceo,4
Drogone d'Altavilla Aglianico del Vulture Riserva  - 2013 - Cantine Madonna delle Grazie,27.0,Aglianico,85.0,52.2491,15.8462,frutti rossi/Erbaceo/bacche nere,0
Li Filitti Riserva Primitivo di Manduria  - 2017 - Masca del Tacco,12.3,Primitivo,68.6658,26.109,43.6583,legno/bacche nere/frutti rossi,6
Eruzione 1614 Pinot Nero  - 2018 - Planeta,32.28,Pinot Nero,74.7123,39.3747,21.8787,frutti rossi/Erbaceo/legno,10
Chianti Classico Gran Selezione  - 2018 - Fonterutoli,36.0,Sangiovese,49.2679,56.9801,7.69065,legno/frutti rossi/Erbaceo,3
Barolo Cannubi  - 2015 - Paolo Scavino,92.6,Nebbiolo,64.7489,78.4868,9.38025,Erbaceo/legno/frutti rossi,1
Muro Sant’Angelo Barbatto Primitivo Gioia del Colle  - 2017 - Tenute Chiaromonte,36.9,Primitivo,67.486,28.4617,42.0401,legno/bacche nere/frutti rossi,6
Brunello di Montalcino Riserva Vigna Paganelli  - 2012 - Tenuta Il Poggione,94.64,Sangiovese,52.0636,60.6761,7.59735,legno/Erbaceo/frutti rossi,3
Brunello di Montalcino  - 2016 - Caprili,35.95,Sangiovese,49.9953,59.6532,4.14367,legno/frutti rossi/Erbaceo,3
Vigna Marrucheto Brunello di Montalcino  - 2016 - Banfi,69.0,Sangiovese,57.7265,68.3272,1.08221,frutti rossi/albero da frutta/Erbaceo,3
Rocche di Castiglione Barolo  - 2017 - Brovia,135.0,Nebbiolo,61.9069,72.1763,5.49208,Erbaceo/frutti rossi/legno,1
Mille E Una Notte  - 2018 - Donnafugata,55.5,Nero d'Avola,82.2339,44.9682,27.3217,legno/bacche nere/Erbaceo,2
Brunello di Montalcino  - 2009 - Cerbaiona,169.0,Sangiovese,45.9918,58.0462,14.6173,Erbaceo/legno/frutti rossi,3
Barbaresco Gaiun Martinenga  - 2013 - Marchesi di Gresy,81.9,Nebbiolo,61.332,69.1726,9.59199,legno/Erbaceo/frutti rossi,1
Palazzi Rosso Toscana  - 2011 - Tenuta di Trinoro,209.7,Merlot,56.569,46.7175,19.4672,legno/bacche nere/Erbaceo,5
Ravera  - 2015 - Arnaldo Rivera,39.8,Nebbiolo,58.972,79.4278,12.6616,Erbaceo/legno/frutti rossi,1
Redigaffi Toscana  - 2011 - Tua Rita,461.0,Merlot,55.1751,42.2973,17.6239,legno/bacche nere/Erbaceo,5
Mille E Una Notte  - 2017 - Donnafugata,49.95,Nero d'Avola,82.2339,44.9682,27.3217,legno/bacche nere/Erbaceo,2
Toscana  - 1997 - Masseto,1800.02,Merlot,57.6969,45.9309,17.0264,legno/bacche nere/Erbaceo,5
Valpolicella Superiore Monte Lodoletta  - 2009 - Dal Forno Romano,140.0,Corvina,53.7444,39.4159,25.0749,legno/bacche nere/Erbaceo,2
Le Pergole Torte  - 2006 - Montevertine,598.0,Sangiovese,48.0387,43.2837,9.05728,Erbaceo/frutti rossi/legno,3
Barolo Aeroplan Servaj  - 2015 - Domenico Clerico,89.9,Nebbiolo,65.5441,79.8241,12.1751,legno/Erbaceo/spezie,9
Barolo Percristina  - 2011 - Domenico Clerico,180.0,Nebbiolo,64.0045,80.7141,11.4603,Erbaceo/legno/frutti rossi,1
Poppóne  - 2018 - Antonutti,19.0,Miscela,67.6679,35.2859,27.4286,legno/frutti rossi/bacche nere,8
Brunello di Montalcino  - 2017 - Casanova di Neri,49.0,Sangiovese,49.7197,56.6893,10.4587,legno/Erbaceo/frutti rossi,3
Rosso di Montalcino  - 2018 - Poggio di Sotto,55.0,Sangiovese,42.8505,40.301,7.75054,frutti rossi/Erbaceo/legno,3
Tignanello  - 1995 - Antinori,283.0,Miscela,53.224,42.2644,10.8428,legno/bacche nere/Erbaceo,4
Brunello di Montalcino Montosoli  - 2016 - Altesino,68.0,Sangiovese,49.1475,57.7695,8.25437,legno/Erbaceo/bacche nere,7
Pieve Santa Restituta Rennina Brunello di Montalcino  - 2013 - Gaja,138.0,Sangiovese,47.3706,58.5986,11.3162,Erbaceo/legno/bacche nere,7
La Mannella Brunello di Montalcino  - 2015 - Cortonesi (La Mannella),40.2,Sangiovese,48.9642,57.5892,4.00684,frutti rossi/legno/Erbaceo,3
Barbaresco Santo Stefano  - 2018 - Castello di Neive,41.5,Nebbiolo,61.0964,64.7951,9.14767,Erbaceo/frutti rossi/legno,1
Ca'Marcanda Magari  - 2019 - Gaja,51.89,Merlot,62.1676,65.566,8.89432,legno/bacche nere/Erbaceo,5
Messorio  - 2012 - Le Macchiole,336.0,Merlot,55.4047,43.0424,15.2227,legno/bacche nere/Erbaceo,5
L'Apparita  - 2017 - Castello di Ama,219.0,Merlot,53.3812,43.4918,13.1689,legno/Erbaceo/bacche nere,5
Percarlo  - 2012 - San Giusto a Rentennano,186.0,Sangiovese,51.6436,48.7284,11.5579,legno/Erbaceo/frutti rossi,3
Grumello Buon Consiglio Riserva  - 2013 - ARPEPE,61.0,Nebbiolo,55.2045,73.2794,3.87785,Erbaceo/legno/frutti rossi,1
Barolo Brunate  - 2014 - Damilano,51.4,Nebbiolo,66.1086,76.1593,3.86585,Erbaceo/legno/bacche nere,11
Campogiovanni Brunello di Montalcino Riserva Il Quercione  - 2011 - San Felice,79.9,Sangiovese,50.0825,53.1858,11.3714,Erbaceo/legno/frutti rossi,3
Brunello di Montalcino  - 2016 - La Gerla,41.9,Sangiovese,45.432,54.6695,4.48484,legno/frutti rossi/Erbaceo,3
Habemus Lazio Rosso (Etichetta Rossa)  - 2016 - San Giovenale,95.0,Cabernet Franc,55.8689,49.5461,19.6699,Erbaceo/legno/frutti rossi,10
Toscana  - 2017 - Masseto,1110.0,Merlot,57.6969,45.9309,17.0264,legno/bacche nere/Erbaceo,5
Mormoreto Toscana  - 2017 - Castello Nipozzano,46.5,Miscela,56.8134,45.053,10.051,legno/bacche nere/Erbaceo,4
Brunello di Montalcino  - 2009 - Biondi-Santi,230.0,Sangiovese,46.5492,57.4955,7.79953,Erbaceo/legno/frutti rossi,3
Brunello di Montalcino  - 2015 - Carpineto,44.8,Prugnolo Gentile,48.4705,55.0853,4.99915,Erbaceo/legno/frutti rossi,10
Vigneto Bellavista Chianti Classico  - 2011 - Castello di Ama,190.0,Sangiovese,47.4245,60.2442,15.2721,legno/Erbaceo/frutti rossi,3
Sammarco  - 2017 - Castello dei Rampolla,76.0,Miscela,54.6003,47.7284,11.4776,legno/Erbaceo/bacche nere,4
Capitel Monte Olmi Amarone della Valpolicella Classico Riserva  - 2015 - Tedeschi,54.0,Miscela,85.0,29.7939,48.8544,legno/bacche nere/Erbaceo,14
Quarto Vecchio Amarone della Valpolicella Classico  - 2015 - Il Canovino,33.98,Miscela,81.2384,26.7353,54.1581,legno/Erbaceo/bacche nere,14
Cerreta  - 2003 - Vigneti Massa,59.0,Miscela,52.7599,29.5414,4.77649,bacche nere/legno/spezie,16
Piaggione Brunello di Montalcino  - 2015 - Salicutti,118.0,Sangiovese,45.3533,58.5628,8.09123,legno/Erbaceo/frutti rossi,3
Somnio Brunello di Montalcino  - 2015 - Azienda Agricola Tamburini,40.0,Sangiovese,50.2747,53.3154,9.05742,legno/Erbaceo/frutti rossi,3
Barolo Gavarini Chiniera  - 2015 - Elio Grasso,108.0,Nebbiolo,62.1152,76.1788,7.78201,Erbaceo/legno/frutti rossi,1
Guado de' Gemoli  - 2018 - Giovanni Chiappini,54.9,Miscela,67.4171,60.9523,12.1916,legno/bacche nere/Erbaceo,4
Faset Barbaresco  - 2015 - Roagna,133.9,Nebbiolo,62.7522,78.3984,1.31474,Erbaceo/frutti rossi/Floreale,1
Brunello di Montalcino  - 2012 - Ciacci Piccolomini d'Aragona,85.0,Sangiovese,46.4838,55.6812,6.94101,legno/Erbaceo/frutti rossi,3
L'Invidio Bolgheri Rosso  - 2020 - Podere Sette,17.24,Miscela,58.6244,52.2462,8.29202,bacche nere/Erbaceo/legno,4
Amarone della Valpolicella Monte Lodoletta  - 2010 - Dal Forno Romano,350.0,Miscela,85.0,29.6809,51.3981,legno/bacche nere/Erbaceo,14
Toscana  - 1996 - Masseto,1800.0,Merlot,57.6969,45.9309,17.0264,legno/bacche nere/Erbaceo,5
Cavalli  - 2006 - Tenuta Degli Dei,41.0,Merlot,54.0062,45.3249,15.5628,legno/bacche nere/Erbaceo,5
Brunello di Montalcino  - 2015 - Le Chiuse,74.0,Sangiovese,51.5324,56.9267,7.63059,legno/Erbaceo/frutti rossi,3
Barolo del Commune di Castiglione Falletto  - 2016 - Cascina Fontana,170.0,Nebbiolo,56.6009,76.2451,0.0,Erbaceo/frutti rossi/spezie,9
Amarone della Valpolicella Riserva  - 2009 - Brigaldara,199.98,Miscela,85.0,23.1908,47.7192,legno/frutta secca/Erbaceo,13
Toscana Poggio Ai Merli  - 2016 - Castellare,104.0,Merlot,57.2059,44.5005,13.4069,legno/bacche nere/Erbaceo,5
Poggio all'Oro Brunello di Montalcino Riserva  - 2013 - Banfi,108.98,Sangiovese,48.2984,54.7264,11.3098,legno/Erbaceo/bacche nere,7
Casa Lupo Amarone della Valpolicella Riserva  - 2015 - Paladin,46.2,Miscela,85.0,24.8716,42.2703,Erbaceo/bacche nere/agrume,14
Barolo Liste  - 2008 - Damilano,64.99,Nebbiolo,63.3334,77.2756,6.92134,Erbaceo/legno/frutti rossi,1
Mantènghja  - 2015 - Capichera,87.86,Miscela,85.0,41.1757,33.7615,legno/bacche nere/spezie,16
Badia a Passignano Gran Selezione Chianti Classico  - 2018 - Antinori,34.88,Sangiovese,49.956,55.5465,8.40761,legno/Erbaceo/frutti rossi,3
Valpolicella Ripasso  - 2011 - Le Guaite di Noemi,39.53,Miscela,70.2311,40.0924,30.2633,legno/Erbaceo/frutti rossi,10
Toscana  - 2007 - Masseto,1200.0,Merlot,57.6969,45.9309,17.0264,legno/bacche nere/Erbaceo,5
Sassicaia  - 2007 - Tenuta San Guido,390.0,Miscela,62.0521,64.0323,10.2942,legno/bacche nere/Erbaceo,4
Syrah  - 2015 - Fattoria le Pupille,152.0,Shiraz/Syrah,49.9406,36.8912,1.84647,bacche nere/spezie/Erbaceo,16
Semel Pater  - 2019 - Anselmet,51.99,Pinot Nero,62.2763,45.7828,12.9138,Erbaceo/legno/frutti rossi,10
Dedicato a Walter Bolgheri Superiore  - 2016 - Poggio Al Tesoro,145.0,Vermentino,55.015,44.0223,12.0802,legno/bacche nere/spezie,16
Gant Merlot  - 2018 - Andrian,36.8,Merlot,68.045,36.5325,22.0238,bacche nere/frutti rossi/Erbaceo,0
Petruccino  - 2018 - Podere Forte,40.5,Sangiovese,52.3725,41.826,14.6677,legno/frutti rossi/bacche nere,15
Brunello di Montalcino  - 2015 - Biondi-Santi,163.98,Sangiovese,46.5682,57.5636,7.75877,Erbaceo/legno/frutti rossi,3
Piaggione Brunello di Montalcino  - 2016 - Salicutti,170.0,Sangiovese,45.3533,58.5628,8.09123,legno/Erbaceo/frutti rossi,3
Valpolicella Ripasso Classico Superiore  - 2017 - Monte dei Ragni,65.0,Miscela,63.598,45.5675,29.5388,legno/Erbaceo/frutti rossi,10
Barolo Bussia Romirasco  - 2013 - Aldo Conterno,265.0,Nebbiolo,62.4663,77.7524,9.00968,legno/Erbaceo/frutti rossi,1
Barbera d'Alba Vigna Francia  - 2018 - Giacomo Conterno,89.0,Barbera,57.5516,26.3965,9.75486,legno/Erbaceo/bacche nere,2
Massetino  - 2018 - Masseto,581.0,Merlot,55.5959,40.4639,18.2474,bacche nere/legno/frutti rossi,15
Barolo Aeroplan Servaj  - 2017 - Domenico Clerico,100.0,Nebbiolo,65.5441,79.8241,12.1751,legno/Erbaceo/spezie,9
Vürsù Barbaresco Gallina  - 2017 - La Spinetta,139.98,Nebbiolo,62.9034,71.6001,7.16865,Erbaceo/legno/frutti rossi,1
Brunello di Montalcino Riserva  - 2011 - Le Potazzine,180.0,Sangiovese,45.9233,57.3231,8.15998,Erbaceo/legno/bacche nere,7
Bolgheri Superiore  - 2016 - Grattamacco,74.9,Miscela,65.5369,66.1129,9.44818,legno/bacche nere/Erbaceo,4
Barolo Monvigliero  - 2017 - Comm. G.B. Burlotto,444.0,Nebbiolo,51.7631,70.2056,12.2622,frutti rossi/Erbaceo/legno,1
Barolo Bussia Colonnello  - 2012 - Aldo Conterno,150.0,Nebbiolo,64.4955,78.9553,9.6147,Erbaceo/frutti rossi/legno,1
Guado de' Gemoli  - 2017 - Giovanni Chiappini,55.8,Cabernet Sauvignon,67.4171,60.9523,12.1916,legno/bacche nere/Erbaceo,12
28 Clones Poggio Ai Chiari Sangiovese Toscana  - 2010 - Colle Santa Mustiola,79.9,Sangiovese,54.4879,47.2481,6.36184,Erbaceo/legno/spezie,9
Il Rosso dell'Abazia  - 2016 - Serafini & Vidotto,37.9,Miscela,67.2418,41.7476,21.8983,legno/bacche nere/Erbaceo,4
Lafóa Cabernet Sauvignon  - 2018 - Colterenzio (Schreckbichl),61.0,Cabernet Sauvignon,66.7833,40.0984,22.1132,legno/bacche nere/Erbaceo,12
Brunello di Montalcino  - 2016 - Col d'Orcia,29.7,Sangiovese,47.512,57.8978,4.60768,legno/Erbaceo/frutti rossi,3
Brunello di Montalcino  - 2015 - Salvioni,212.0,Sangiovese,50.1173,57.9116,15.3374,Erbaceo/legno/frutti rossi,3
Eremo San Quirico Gold  - 2018 - Nativ,17.99,Aglianico,84.0474,37.154,41.3171,legno/bacche nere/frutti rossi,15
Costa Russi (Barbaresco) Langhe  - 2010 - Gaja,598.0,Nebbiolo,61.8008,66.533,11.5835,Erbaceo/legno/bacche nere,11
Vigneto La Casuccia Chianti Classico Gran Selezione  - 2013 - Castello di Ama,187.0,Miscela,47.0197,60.6361,8.15766,legno/frutti rossi/bacche nere,8
Barolo Cannubi  - 2016 - Damilano,122.0,Nebbiolo,63.155,75.6048,6.44673,Erbaceo/frutti rossi/legno,1
Pònkler  - 2014 - Franz Haas,89.0,Pinot Nero,57.0414,36.314,16.9144,frutti rossi/legno/Erbaceo,10
Tenuta Tignanello 'Marchese Antinori' Chianti Classico Riserva  - 2015 - Antinori,47.0,Sangiovese,48.8687,55.2044,6.87957,legno/frutti rossi/Erbaceo,3
Il Blu  - 2016 - Brancaia,81.0,Miscela,53.6645,44.9605,11.9315,legno/bacche nere/Erbaceo,4
Nussleiten  - 2017 - Castel Sallegg,44.0,Merlot,62.5556,35.2173,16.2735,legno/Erbaceo/bacche nere,5
Amarone della Valpolicella Classico Crosara de le Strie  - 2015 - Corte Rugolin,39.48,Miscela,85.0,25.508,53.2173,legno/bacche nere/frutta secca,13
Barolo Riserva Bricco Boschis Vigna San Giuseppe  - 2012 - Cavallotto,152.0,Nebbiolo,66.7004,79.0762,10.9385,Erbaceo/legno/frutti rossi,1
Amarone della Valpolicella Classico  - 2017 - Santi,31.0,Corvina,84.002,27.3739,44.4234,legno/bacche nere/Erbaceo,14
La Marega Amarone della Valpolicella Classico  - 2016 - Le Salette,49.9,Miscela,84.4064,23.4034,49.5486,legno/bacche nere/frutti rossi,8
Origini Brunello di Montalcino  - 2015 - La Fornace,95.98,Sangiovese,56.365,62.5097,9.04949,frutti rossi/bacche nere/legno,15
Tenuta Tignanello 'Solaia'  - 2005 - Antinori,478.0,Cabernet Sauvignon,53.8382,41.8612,14.8558,legno/bacche nere/Erbaceo,12
Brunello di Montalcino Riserva  - 2013 - Palazzo,64.98,Sangiovese,61.958,62.4891,5.04486,Erbaceo/legno/frutti rossi,3
Vigneto San Marcellino Chianti Classico Gran Selezione  - 2015 - Rocca di Montegrossi,41.9,Sangiovese,50.7709,63.1005,9.12282,legno/Erbaceo/bacche nere,7
Luce  - 2018 - Tenuta Luce,105.9,Miscela,53.3471,44.2083,12.143,legno/bacche nere/Erbaceo,4
Grotte Alte  - 2016 - Occhipinti,51.9,Nero d'Avola,73.456,42.9811,25.3367,Erbaceo/frutti rossi/legno,10
Vigneto Poggio Sant'Enrico  - 2010 - Carpineto,53.0,Sangiovese,57.748,56.5157,6.65275,legno/Erbaceo/bacche nere,7
Brunello di Montalcino (Casato Prime Donne)  - 2015 - Donatella Cinelli Colombini,38.0,Sangiovese,47.2161,56.3476,6.8884,legno/Erbaceo/frutti rossi,3
62 Anniversario Primitivo di Manduria Riserva  - 2018 - San Marzano,26.39,Primitivo,69.675,20.8481,44.97,legno/bacche nere/frutti rossi,6
Tignanello  - 2008 - Antinori,250.0,Miscela,53.2226,42.2533,10.836,legno/bacche nere/Erbaceo,4
F Negroamaro  - 2019 - San Marzano,22.42,Negroamaro,85.0,39.4895,39.5475,bacche nere/legno/frutti rossi,15
